stores,Company,chipset,time(minutes),time(hour)
Amazon,Nvidia,rtx-3080ti,1
Amazon,Nvidia,rtx-3080ti,28
Amazon,Nvidia,rtx-3080ti,336
Amazon,Nvidia,rtx-3080ti,8
Amazon,Nvidia,rtx-3090,712
Amazon,Nvidia,rtx-3090,40
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,548
Amazon,Nvidia,rtx-3090,500
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,88
Amazon,Nvidia,rtx-3090,64
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,580
Amazon,Nvidia,rtx-3090,88
Amazon,Nvidia,rtx-3090,12
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,5008
Amazon,Nvidia,rtx-3090,40
Amazon,Nvidia,rtx-3090,28
Amazon,Nvidia,rtx-3090,344
Amazon,Nvidia,rtx-3090,1069
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,336
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,1188
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,18824
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,280
Amazon,Nvidia,rtx-3090,656
Amazon,Nvidia,rtx-3090,852
Amazon,Nvidia,rtx-3090,1584
Amazon,Nvidia,rtx-3090,2820
Amazon,Nvidia,rtx-3090,476
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1896
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,24
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,8
Amazon,Nvidia,rtx-3090,72
Amazon,Nvidia,rtx-3090,100
Amazon,Nvidia,rtx-3090,308
Amazon,Nvidia,rtx-3090,172
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,60
Amazon,Nvidia,rtx-3090,8
Amazon,Nvidia,rtx-3090,8
Amazon,Nvidia,rtx-3090,8
Amazon,Nvidia,rtx-3090,216
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,28
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,8
Amazon,Nvidia,rtx-3090,8
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,28
Amazon,Nvidia,rtx-3090,28
Amazon,Nvidia,rtx-3090,212
Amazon,Nvidia,rtx-3090,52
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,32
Amazon,Nvidia,rtx-3090,8
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,28
Amazon,Nvidia,rtx-3090,1404
Amazon CA,Nvidia,rtx-3090,1913
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,24
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,8
Amazon,Nvidia,rtx-3090,24
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,3
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,3
Amazon,Nvidia,rtx-3090,12
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,3
Amazon,Nvidia,rtx-3090,24
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,3
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,27
Amazon,Nvidia,rtx-3090,27
Amazon,Nvidia,rtx-3090,27
Amazon,Nvidia,rtx-3090,24
Amazon,Nvidia,rtx-3090,3
Amazon,Nvidia,rtx-3090,24
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,24
Amazon,Nvidia,rtx-3090,3
Amazon,Nvidia,rtx-3090,27
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,2
Amazon,Nvidia,rtx-3090,2
Amazon,Nvidia,rtx-3090,12
Amazon,Nvidia,rtx-3090,2
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,2
Amazon,Nvidia,rtx-3090,5
Amazon,Nvidia,rtx-3090,2
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,28
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,12
Amazon,Nvidia,rtx-3090,8
Amazon,Nvidia,rtx-3090,9
Amazon,Nvidia,rtx-3090,2
Amazon,Nvidia,rtx-3090,3
Amazon,Nvidia,rtx-3090,28
Amazon,Nvidia,rtx-3090,28
Amazon,Nvidia,rtx-3090,28
Amazon,Nvidia,rtx-3090,28
Amazon,Nvidia,rtx-3090,118
Amazon,Nvidia,rtx-3090,12
Amazon,Nvidia,rtx-3090,28
SamsClub,Nvidia,rtx-3090,1209
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,29
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,51
Amazon,Nvidia,rtx-3090,2
Amazon,Nvidia,rtx-3090,3
Amazon,Nvidia,rtx-3090,14
Amazon,Nvidia,rtx-3090,3
Amazon,Nvidia,rtx-3090,2
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,3
Amazon,Nvidia,rtx-3090,2
SamsClub,Nvidia,rtx-3090,32
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,2
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,3
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,2
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,2
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,2
Amazon,Nvidia,rtx-3090,2
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,2
Amazon,Nvidia,rtx-3090,2
Amazon,Nvidia,rtx-3090,2
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,2
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,12
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,7
BestBuy,Nvidia,rtx-3090,36
Amazon,Nvidia,rtx-3090,31
Amazon,Nvidia,rtx-3090,113
Amazon,Nvidia,rtx-3090,75
Amazon,Nvidia,rtx-3090,27
Amazon,Nvidia,rtx-3090,49
Amazon,Nvidia,rtx-3090,7
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,259
Amazon,Nvidia,rtx-3090,42
Amazon,Nvidia,rtx-3090,2464
Amazon,Nvidia,rtx-3090,9
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,17
Amazon,Nvidia,rtx-3090,160
Amazon,Nvidia,rtx-3090,3475
Amazon,Nvidia,rtx-3090,7
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,4
Amazon,Nvidia,rtx-3090,67
Amazon,Nvidia,rtx-3090,50
Amazon,Nvidia,rtx-3090,2
Amazon,Nvidia,rtx-3090,189
Amazon,Nvidia,rtx-3090,42
Amazon,Nvidia,rtx-3090,22
Amazon,Nvidia,rtx-3090,311
Amazon,Nvidia,rtx-3090,12
Amazon,Nvidia,rtx-3090,9
Amazon,Nvidia,rtx-3090,149
Amazon,Nvidia,rtx-3090,2
Amazon,Nvidia,rtx-3090,7
Amazon,Nvidia,rtx-3090,6820
Amazon,Nvidia,rtx-3090,6820
Amazon,Nvidia,rtx-3090,9
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,35
Amazon,Nvidia,rtx-3090,79
Amazon,Nvidia,rtx-3090,3
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,534
Amazon,Nvidia,rtx-3090,14
Amazon,Nvidia,rtx-3090,95
Amazon,Nvidia,rtx-3090,534
Amazon,Nvidia,rtx-3090,187
Amazon,Nvidia,rtx-3090,2
Amazon,Nvidia,rtx-3090,97
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,23
Amazon,Nvidia,rtx-3090,62
Amazon,Nvidia,rtx-3090,60
Amazon,Nvidia,rtx-3090,48
Amazon,Nvidia,rtx-3090,67
Amazon,Nvidia,rtx-3090,15
Amazon,Nvidia,rtx-3090,15
Amazon,Nvidia,rtx-3090,20
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,48
Amazon,Nvidia,rtx-3090,1
Amazon,Nvidia,rtx-3090,7
Amazon,Nvidia,rtx-3090,27
Amazon,Nvidia,rtx-3090,67
Amazon,Nvidia,rtx-3090,24
Amazon,Nvidia,rtx-3090,87
Amazon,Nvidia,rtx-3090,9
Amazon,Nvidia,rtx-3090,10
